t,value
131,17.191446503796342
132,15.186132495594912
133,18.271291781030055
134,16.905182392466475
135,20.12917384583129
136,14.688284819651313
137,12.825834662275069
138,12.70028812193273
139,9.373626808397438
140,12.603578891954582
141,15.410005715888019
142,11.205261044547093
143,12.756826971332384
144,11.24392715765235
145,11.211685779549326
146,8.980099397260698
147,10.952549303522154
148,15.912523780744781
149,16.663505530406997
150,16.25132386453348
151,15.277786500569285
152,13.24595869775494
153,15.53183060052867
154,17.631229567337268
155,18.017254284965297
156,22.47670626656184
157,19.365608012899784
158,15.039626415326453
159,16.484035575183338
160,14.031237496023879
161,17.7105898898081
162,19.187553700767804
163,15.866667369406239
164,16.655095985999438
165,13.25027140596798
166,11.931949456010397
167,13.104523975382682
168,10.683572678801445
169,10.795123121554393
170,10.393427887970653
171,8.961874329918015
172,8.011806427767043
173,7.378985625425784
174,7.635452446901015
175,10.13102736716251
176,10.706741748816142
177,13.596517633056568
178,10.366872627498427
179,13.598925257642748
180,9.89710218810015
181,8.582474798547551
182,10.320121490405263
183,14.65075662640831
184,14.331177121906999
185,14.902362438865834
186,12.929335390503375
187,11.01667105008501
188,10.089822108581664
189,10.359676765244567
190,13.101911702335478
191,14.899923334703114
192,12.212324663272453
193,7.569328022178769
194,7.849755268676774
195,7.770100332936517
196,6.658847377890405
197,9.051456886387365
198,8.639863039241483
199,5.2006454582350425
200,5.282131674747375
201,4.083274076878929
202,4.982752244547743
203,6.390028925453374
204,4.351226895188126
205,5.59204484697372
206,7.020596450100484
207,5.731499036264175
208,5.191984658549027
209,11.189158438527626
210,8.466922381048036
211,11.51408401016837
212,12.231254962079737
213,11.234040866100596
214,8.494167963704825
215,9.351353247662896
216,7.630499759612283
217,10.037922718887284
218,11.11049567395898
219,12.070926822270263
220,13.909546410250721
221,5.333839554772843
222,7.394944075336398
223,3.549933961505796
224,5.974672092673417
225,8.993378013499294
226,6.952847789801386
227,3.297469631831641
228,1.3064595655157758
229,1.6077539846272044
230,-0.7145847829441667
231,1.8114327628967395
232,2.8111515884347154
233,2.00245983522145
234,5.124596804948341
235,1.289812047126399
236,-3.4718020473783824
237,0.6666244482907095
238,1.4959138651479382
239,5.945317317912922
240,4.525268515494826
241,5.136569478640594
242,4.9913624594234935
243,5.0648414299052
244,2.8921464822853507
245,6.196230379132848
246,7.87296092039011
247,8.183313633956839
248,10.781243569326003
249,6.915470563428027
250,3.1086380638245714
251,6.28638052577063
252,9.073358818283031
253,8.336347401009228
254,4.172960614427225
255,3.8959605802139095
256,4.044899642659324
257,-0.7048852629898259
258,0.7686944646107357
259,2.2814792220351006
260,0.8612273701124316
261,2.250282073783964
262,-3.757344740762129
263,-2.169501911409543
264,-1.945755462618009
265,-2.7617436561934836
266,3.5416162422232222
267,1.040176301356551
268,3.525289166077529
269,3.970155136005231
270,4.897601414600147
271,0.19159021720888125
272,5.131078780507074
273,5.553035655754022
274,6.122571453448351
275,9.050436190843241
276,7.814916340342961
277,4.974540484074868
278,4.839051805176038
279,4.3329649182067085
280,6.292159723981842
281,8.197415412736634
282,9.379822395946798
283,3.3893847728484774
284,5.983745731362555
285,-1.9743046065471845
286,0.3753365774821239
287,2.356481693225292
288,2.8423427860583903
289,1.3606715166927188
290,0.5171093964324384
291,-1.880784416865024
292,-3.180877480335477
293,-0.5414391871517725
294,0.5461548907363378
295,0.9586038569238884
296,4.304319926122616
297,3.031798355970325
298,2.854838173759418
299,2.3711363231865192
300,1.48349494383152
301,4.246293863645989
302,8.542329871804318
303,9.438877345179865
304,8.042099738728083
305,7.038293465201883
306,8.093789693088134
307,5.932101719694935
308,9.311101664910947
309,9.70856278311732
310,9.885291592462597
311,10.459661652275866
312,7.8816143715319225
313,6.25769781565172
314,6.793104701487325
315,5.806061986486389
316,7.732907465987926
317,6.029406450953736
318,5.354354074510155
319,2.476802013142632
320,1.38247971555932
321,2.289343271984306
322,1.645897639014452
323,7.634946868588281
324,3.5800490051375244
325,2.5333199724107027
326,4.832821472507266
327,3.7888582880952284
328,4.600155628701763
329,6.9087982161937
330,8.283413193388043
331,8.116790199512852
332,9.241536474085553
333,7.067443884204625
334,9.072106842765267
335,8.27846768707411
336,9.205558408148766
337,11.772351658189104
338,13.367293007297496
339,10.788710687657202
340,8.50249755985937
341,8.738407519656944
342,8.746774684967404
343,8.727709799616893
344,9.842679646634604
345,10.763151889376557
346,6.653715843954181
347,4.515921679781145
348,4.077239353447182
349,4.930029289408568
350,7.110566307348143
351,10.264011391337831
352,9.717757354880195
353,7.260732477491233
354,6.044978654893141
355,3.94573899022911
356,6.402091894929263
357,8.271082971081153
358,11.5540989840398
359,11.080722307365992
360,12.915478518693156
361,13.595773498602872
362,10.91307856329618
363,12.861073629215138
364,15.559252325014995
365,16.068833383617584
366,17.83744869049678
367,16.730351766685477
368,15.255270252945458
369,12.840170063997991
370,14.24227023384038
371,16.195362635927964
372,18.74644639298932
373,17.85513128760134
374,17.955019779535036
375,11.191718053153345
376,11.916751739812394
377,10.644518705091714
378,14.651919108485735
379,11.240462672527904
380,11.214687721478509
381,10.261645540390434
382,6.15579360597286
383,7.543391371407397
384,7.809511978827667
385,11.119757289720534
386,13.493390338581406
387,16.827195887633398
388,15.102856263725775
389,11.896290286206305
390,11.195781299107926
391,14.543891255225576
392,14.24675941608633
393,21.345996925693626
394,21.484844992534686
395,18.558870811251534
396,15.465201518333217
397,19.356135724452113
398,17.768982464784283
399,21.445679720503026
400,18.705609058649884
401,20.274887804897734
402,19.68012643524393
403,17.50098414969437
404,15.10777824988606
405,16.508313835567034
406,14.942874237365372
407,17.33363737438235
408,17.615235501629442
409,16.714633756210034
410,14.976759005925675
411,10.971556278032818
412,10.71614683539645
413,16.61706309549288
414,17.02823727750629
415,16.1972272270838
416,19.093231277973004
417,15.838276532377064
418,17.066276374471073
419,16.552237332728033
420,21.89533719747449
421,23.780804203770852
422,21.899128489928504
423,23.315037705283615
424,21.658849987215394
425,22.10868021750286
426,19.30206237744082
427,23.498235890904976
428,25.619572033662205
429,21.623506300551828
430,21.10055389992377
431,17.64388130900506
432,18.666574033824396
433,19.895744144596094
434,21.94089220234444
435,20.639998629007614
436,22.642553081470354
437,16.371766795610657
438,13.547003015823108
439,14.432300189366787
440,15.097985137110829
441,15.800329599777552
442,14.232726091871104
443,17.67096333193701
444,15.013883587309966
445,16.643917090917945
446,15.654123773515002
447,14.7502371456665
448,17.720251717431008
449,19.301723520188926
450,22.054913867972793
451,23.249081336036078
452,19.322541699020118
453,21.13553177059075
454,20.542726436453734
455,22.172668487248583
456,25.093586359635665
457,24.270464263239216
458,23.94076675498751
459,21.114950585502946
460,24.504549163007848
461,21.588045173258916
462,21.522214481508186
463,23.83369421667501
464,23.038706695514392
465,21.062509064357233
466,19.840140338243433
467,18.25629180952529
468,16.0463740485871
469,16.9579838715741
470,18.492325348515497
471,15.480147713035446
472,15.355689420429892
473,17.86341612764547
474,17.261827189072342
475,15.007669549893723
476,18.13558769973811
477,19.73465042092237
478,24.790600380425623
479,21.346463166940726
480,18.34622321557008
481,16.628562811480275
482,16.613333056180434
483,21.40701700184925
484,21.96017810759941
485,21.668520054274854
486,21.945343586928313
487,19.615400601370908
488,22.60155479363119
489,21.552821379512643
490,21.420926570374974
491,24.734414207426802
492,22.43288810346044
493,19.28098459043356
494,20.40973701325724
495,17.118460652042156
496,14.418082468684851
497,16.57111332196783
498,16.4963819950415
499,15.608069345507158
500,17.59453692394152
501,16.9493672289627
502,10.669514837718564
503,13.91737272138829
504,13.73476824917163
505,15.765500857858456
506,16.34959481862702
507,15.330389066503397
508,15.523775838290799
509,13.743906515555713
510,16.43353829897895
511,18.16460125074963
512,20.057966455245285
513,19.98695317255063
514,19.851115357986796
515,20.443630074242076
516,19.16984599176133
517,17.374930597634886
518,20.42998383071885
519,22.686925227653926
520,19.002760548768773
521,20.659322422624108
522,16.41199700540611
523,16.378781149430107
524,13.893366607062255
525,12.985103174696324
526,13.899362622542938
527,15.910571199268434
528,14.316161118162439
529,10.09249715045013
530,10.695636726026926
531,7.135787675609056
532,10.744579156544603
533,10.398877296855497
534,11.58951171132017
535,11.674436124308624
536,8.83624669760424
537,8.850419211752342
538,11.806162487579927
539,11.552420097799477
540,15.836796846720338
541,13.88995753529515
542,15.893954804030932
543,16.07430087487043
544,9.594163155719304
545,12.863570810946609
546,16.739084235944755
547,17.24929685998918
548,18.471456565949108
549,15.757848785754863
550,14.750830037114829
551,12.745288387512792
552,14.448002407976597
553,13.88791092628091
554,14.764938181900328
555,13.187733959085477
556,11.1562924133371
557,8.702062661841223
558,8.123304655471921
559,6.640035084713484
560,8.737222367087366
561,12.578222347321656
562,10.900440531487229
563,7.914305021097069
564,8.509632229457441
565,5.19446731704091
566,3.4435554687033463
567,6.967946640852071
568,7.736684990628919
569,10.956379659116944
570,11.008661393878091
571,12.332742782184487
572,9.760506801532483
573,9.793296666012138
574,13.299777713097939
575,10.5541176773354
576,14.725502194050868
577,14.41303180754708
578,9.116331995520092
579,11.62840001512232
580,10.323093474927907
581,10.142742519304655
582,12.555812166491632
583,14.592154460494879
584,9.515338904348713
585,6.9949916225671815
586,3.977548306291757
587,2.9474947662062516
588,6.275932161129672
589,4.658165576214624
590,5.912271031948358
591,3.6303752222492554
592,3.114739500036034
593,1.7672473530874202
594,3.329263031113758
595,2.851919796910604
596,5.202710733375006
597,5.079289147877962
598,5.454426126435304
599,5.679437142582556
600,5.935574554366409
601,4.453259661951593
602,9.329807970290648
603,12.192128293433154
604,11.6509507421445
605,13.14189342608149
606,7.681095982388847
607,6.002195315823672
608,5.548154988732447
609,11.83529161181686
610,11.803904615327674
611,10.660791476183087
612,9.503601848042432
613,4.990187947315812
614,8.530775604365637
615,4.673054755245644
616,5.433977149818474
617,7.176481074493186
618,6.507021674201838
619,4.435282651828581
620,0.6823926692123083
621,1.124350145563346
622,3.3976571078366375
623,4.074871008571218
624,6.07638647754879
625,3.5140230195766633
626,2.0521550688907775
627,2.0621882530626756
628,1.7916981102179264
629,4.338051986733024
630,2.358339851658436
631,9.395478152243637
632,7.8643656829665805
633,6.937712948281915
634,4.801632697907636
635,3.1289557970129476
636,7.4845673959033885
637,8.04292729573562
638,7.542717070311539
639,7.764793031923011
640,7.835115539479189
641,8.703701819072933
642,4.228131448769988
643,2.1747584718199544
644,5.004073742094436
645,5.8905288468935115
646,2.0184941201246227
647,4.3238480919804045
648,1.8215899630033539
649,1.729322021921062
650,3.566669549768474
651,3.783255711945289
652,3.142980846363969
653,2.3210984618431647
654,6.9659618523348925
655,1.817894378187346
656,1.1644341681404884
657,2.108411872565031
658,4.713919120607933
659,6.537461267049494
660,7.086849451670422
661,6.8528800974904795
662,6.6643484036133875
663,5.528605046391797
664,6.280871421808765
665,9.576854930638122
666,10.96542905907885
667,14.20703857361275
668,6.952226494936788
669,10.732510474825457
670,9.63321936047037
671,4.652934403188347
672,8.306147580362223
673,9.225049660841734
674,7.3886061887288115
675,6.546759487831906
676,3.604703719621592
677,6.1392686446145355
678,4.684320437506019
679,6.225905904288987
680,6.554375111915249
681,3.8898995700392165
682,3.590325584962624
683,3.409813922172068
684,-0.045389913218605304
685,3.592377310558775
686,4.218032024406558
687,6.197460479146249
688,8.932687881604464
689,8.246992567517292
690,6.146427677399259
691,8.202664843149755
692,6.069669306226512
693,10.973341849664793
694,13.222422114911183
695,12.875181217817746
696,13.248432840327132
697,9.516075583031272
698,11.92502536778649
699,10.733899483490335
700,11.739557827777507
701,15.357938701113133
702,12.703629957171334
703,10.070794982440699
704,7.561612331051026
705,9.145110807755879
706,6.12740721475299
707,11.704799100071499
708,7.038913067272708
709,12.709581969185175
710,9.130330900351765
711,6.796035933926706
712,5.04826518341711
713,7.00657428147005
714,8.219538181738875
715,11.93992925105419
716,11.414882061507054
717,11.06683619446505
718,9.323604491110759
719,9.519842435685982
720,11.295994719636461
721,10.668202297884667
722,13.571336963441023
723,17.822113346132372
724,16.512569280020863
725,14.756568540891852
726,14.352650665159477
727,15.457866780198366
728,15.761094931391558
729,16.884080373754184
730,18.503232621954464
731,15.3006048422333
732,15.175137742116124
733,10.371533021643405
734,14.243855920865657
735,14.336825597867612
736,14.948547717609777
737,15.839437467167635
738,15.269514798684675
739,12.147197596835666
740,6.498471276472387
741,7.588474664587736
742,10.155030329005301
743,12.88134774664352
744,14.356452132427012
745,11.918909121664035
746,12.206076977685848
747,10.489136702353875
748,11.968867028856845
749,13.287691011012054
750,16.562345403929562
751,17.17061166717335
752,17.489303832907563
753,19.57673094375598
754,16.182278801615812
755,22.522518097210398
756,21.328647131194085
757,22.736523280474582
758,21.71318453113684
759,22.97170528371385
760,19.177827655333104
761,18.862715536624904
762,22.50919422536258
763,19.59721902934062
764,22.46958043085183
765,19.479426739694144
766,18.794575615174004
767,19.186424892054593
768,13.979998528318221
769,17.57854641392236
770,17.14285986322767
771,16.582111919785234
772,18.67791050685566
773,18.166699197675833
774,16.10959272257342
775,12.081944351215984
776,14.201079995813679
777,17.060543297386836
778,19.54568219783157
779,21.695462306536015
780,20.69990941304943
781,17.445523580350674
782,19.65689344558662
783,21.04934365993393
784,23.111820571713416
785,25.923984239736065
786,26.2814730017123
787,24.84165741536102
788,22.373737878722196
789,18.825260741549165
790,22.13266877952908
791,23.02783585496831
792,24.249852178440257
793,21.79796749450835
794,20.443176994352317
795,21.32196561824928
796,18.024103425849418
797,18.95621700944835
798,19.074624194452515
799,20.27132259453124
800,21.76958570198862
801,18.265233909179265
802,17.355373680456466
803,15.497714319809857
804,16.141796183609447
805,18.25667413568633
806,21.11385779250995
807,21.059044180503417
808,23.27814522269038
809,19.076969564454657
810,19.845448702667763
811,20.637547275143056
812,25.779869734990175
813,26.148480550865102
814,28.371531709130732
815,23.975960228604666
816,25.19109242074886
817,25.21008962395267
818,24.3907754157103
819,27.27268489530687
820,26.150045000722614
821,28.971439006965944
822,28.645296235678863
823,22.23928114516295
824,20.284077773307306
825,22.729390252352292
826,23.68574674194405
827,21.324669888832872
828,21.150902343417318
829,19.6485946137119
830,15.802578694662284
831,14.974341295595138
832,14.993635052966702
833,16.827526021306408
834,19.562478397606043
835,20.57437445684859
836,21.82818488465532
837,16.75243187102022
838,19.226378983948567
839,18.469343636627137
840,20.976594524351956
841,24.334778295082028
842,22.712547459271015
843,24.525473473890155
844,23.02484134023444
845,22.887872038846854
846,23.303005435454693
847,28.313467652893824
848,25.291013534328123
849,25.745124997519916
850,24.291943027989824
851,22.170137447510747
852,20.36660099508057
853,22.806548330495925
854,23.971652876398117
855,21.772618250006254
856,20.99171240902225
857,21.12278903619198
858,17.171069356295042
859,17.2745306386623
860,16.53487092573375
861,15.168841761869365
862,21.116849179959576
863,21.811913568851402
864,17.19906270594457
865,16.021827782780278
866,16.29543999384041
867,17.20512999177825
868,19.786544883546256
869,23.962307424614174
870,21.674799179822564
871,20.25834909437512
872,18.207987438808587
873,18.58421771390055
874,20.404771101893164
875,24.976542490169493
876,23.199602759203042
877,24.67470832520154
878,23.05287248892101
879,22.790246613242324
880,23.23487386965612
881,18.421027492426184
882,19.321616645248138
883,22.373924142334044
884,21.347669137226703
885,21.1183888984878
886,16.602118298701342
887,13.259585509612355
888,14.297605891431266
889,15.96644591483179
890,16.55162527942871
891,16.066958635027724
892,15.581360342983677
893,13.922304494259642
894,13.247030406361143
895,12.7784387573517
896,13.507894450886338
897,16.056211830763075
898,18.645386206171324
899,15.211648614056967
900,15.976189688784125
901,14.351895847949473
902,15.944667325111153
903,19.89837546888411
904,20.26048493148227
905,20.748898548711352
906,17.746911667833537
907,19.21667134652223
908,17.878675611814565
909,20.284989494586412
910,17.739486352952806
911,19.556874619868154
912,19.33551829832286
913,19.49921500861911
914,14.441608151398384
915,13.071001800866009
916,13.094541065659707
917,13.195526634319709
918,13.034040499603737
919,13.687973559214015
920,13.338311032618272
921,7.9906573820152325
922,8.324113980734232
923,7.282261723896783
924,11.656135573943798
925,9.249905761054023
926,11.317893769080893
927,11.985654117369679
928,12.465968869164332
929,9.43175677150468
930,9.611018846991058
931,15.358643389501731
932,12.429928303208754
933,12.134430821753723
934,15.372054902062342
935,12.479623023327523
936,10.752319610755526
937,13.732091123925944
938,14.458264018797347
939,14.530581834440685
940,13.431471703041245
941,15.049692544879612
942,12.353191343930549
943,9.444543270558501
944,11.999553692471139
945,8.420782552581267
946,8.547566064908747
947,9.47492083302366
948,8.726690270165756
949,6.888787342664441
950,4.6660368737053535
951,5.541924265487379
952,4.451802262457592
953,9.968324053124402
954,8.133487271846828
955,9.069209720520035
956,6.527622948286402
957,6.090007859372666
958,7.212181180810717
959,9.223639730494158
960,11.743757519141779
961,13.823786694930341
962,11.67440732272146
963,11.275336405678196
964,9.470351284198253
965,12.50939976322595
966,11.119695872791173
967,16.47044283181891
968,14.008623747372585
969,10.596463640320636
970,10.803805830286747
971,7.97426828957706
972,9.99001458719199
973,8.565667784705024
974,9.624035454811391
975,6.994560279396719
976,7.214748357577234
977,1.6982259748915114
978,1.1140622120246841
979,4.345319273016408
980,5.391482588796939
981,5.995194062502824
982,4.023995130109513
983,4.210966035754129
984,2.592195364155523
985,-0.01616375858342911
986,4.712205290609306
987,5.812485975696747
988,6.307836649413827
989,7.721749243324552
990,7.6149615774347525
991,3.2231482123330206
992,5.536130673739892
993,5.9273153067404944
994,7.594782596198737
995,10.724290684302987
996,14.5959910109641
997,12.014209726780155
998,8.556552193720435
999,9.144861640160013
1000,10.5897563772822
1001,11.009447006718908
1002,10.737336272182155
1003,9.442562248827919
1004,9.701560225718692
1005,6.806613650239888
1006,5.78027844336002
1007,5.116159694960565
1008,6.7071911925427585
1009,5.392299727361536
1010,8.171666518313057
1011,5.15749558388235
1012,6.13142528689507
1013,0.9466501282247526
1014,5.164620110341806
1015,4.7577917187592575
1016,5.512802340915929
1017,6.724930564846769
1018,6.547797443158952
1019,6.645630055552997
1020,6.4544837966326485
1021,5.93333043522121
1022,9.021352658740277
1023,14.468121384253259
1024,14.771067886296366
1025,12.173630218855278
1026,10.126829209748285
1027,9.306777158418546
1028,10.419518972540805
1029,9.363671626048536
1030,11.767106550285828
1031,9.599310968225154
1032,11.073243040021536
1033,9.080752797087037
1034,5.620148398185202
1035,8.386991610924813
1036,5.056913974786992
1037,5.612595915028188
1038,7.957516786077005
1039,7.639058153077178
1040,6.517087418484984
1041,2.0270605820432563
1042,4.687110600842027
1043,4.710389367067754
1044,6.37591380724853
1045,8.810052021448978
1046,7.9911583605988135
1047,3.649598152311351
1048,7.98574661073888
1049,9.138675304127691
1050,8.645686095709543
1051,12.574584070611538
1052,13.916080903425902
1053,13.2360218385145
1054,10.952071940340954
1055,10.247726415614112
1056,12.034926011568599
1057,15.686290946988192
1058,16.447367285340995
1059,15.453203573790184
1060,15.931034799589785
1061,8.479030006491293
1062,12.991983509638192
1063,8.552460711564933
1064,11.623676502659249
1065,11.457288714540223
1066,10.98190272471819
1067,13.010277352072732
1068,8.315278286433193
1069,8.021254576040763
1070,7.49103862635483
1071,9.64009563339411
1072,10.541755749553174
1073,8.972406609805361
1074,11.539757885977165
1075,7.940161614102217
1076,5.763096072364056
1077,8.451769232717995
1078,13.606448892770182
1079,14.95352774942689
1080,14.333122428346229
1081,14.0439779089368
1082,13.115558564553238
1083,16.33964526198372
1084,14.808925255650419
1085,16.96442101421481
1086,19.825032256771628
1087,19.28569867259592
1088,17.578136954438662
1089,15.918376669446173
1090,14.872964219958456
1091,15.041587463222392
1092,17.383742384198623
1093,17.48920647345604
1094,18.403307846013934
1095,15.58947420141379
1096,13.593685750827094
1097,8.94023880047585
1098,13.314404193827945
1099,13.737929311026107
1100,16.113950722168376
1101,10.505801648874154
1102,16.89791555035487
1103,11.974264957622642
1104,13.073813429141264
1105,10.696781956045921
1106,15.333600371568329
1107,15.107735133053232
1108,16.939104645805834
1109,20.526701326601334
1110,16.527914980539695
1111,16.949793726231672
1112,19.17184685670871
1113,20.96450597998219
1114,22.705838492156456
1115,23.989724020196324
1116,26.401905433874976
1117,21.2584177791931
1118,20.687816446201584
1119,22.31116946872292
1120,23.765808092965482
1121,25.119199924335508
1122,24.22815805644911
1123,19.920522026663715
1124,21.72675008920915
1125,15.813272869279084
1126,17.705058661182402
1127,17.042156861628264
1128,19.058095335003834
1129,19.537963036497967
1130,18.061499016597992
1131,16.22620510131125
1132,16.828367968920467
1133,15.52618855438619
1134,16.25202385074677
1135,19.98836243159974
1136,21.21288352145241
1137,17.127810485523604
1138,18.85212178635184
1139,18.720947821199722
1140,18.44751460431261
1141,23.371476550044743
1142,23.47725931588345
1143,25.057626815640667
1144,24.230307660188053
1145,23.37822197413694
1146,21.106976703004285
1147,21.320232157812015
1148,27.634617951090164
1149,25.58960965215985
1150,25.6722374016961
1151,22.505538505236537
1152,22.58936375838578
1153,19.941638718164974
1154,24.176167706951787
1155,24.16219944521873
1156,22.550689752019778
1157,26.75166566726334
1158,23.229129527297935
1159,19.087646773843574
1160,14.408790151931534
1161,21.77450585692644
1162,17.752274709468615
1163,19.013592143923518
1164,23.62868703658151
1165,25.037339571433588
1166,22.20777859196153
1167,20.48910004532288
1168,21.595986409366688
1169,24.2744727499062
1170,26.445029497119634
1171,26.853211001287722
1172,26.202566271310342
1173,24.842047844886306
1174,23.249240220317414
1175,24.749798409650705
1176,24.459666825779706
1177,28.52813299403586
1178,27.534627325003182
1179,26.079842738747757
1180,25.92152275784105
1181,26.1762693444134
1182,25.257614249333248
1183,22.40604329673018
1184,24.100530098937554
1185,26.615238251771373
1186,21.887762407701974
1187,20.568160143164516
1188,19.99843329443888
1189,17.557186344765178
1190,20.305917325580438
1191,19.428623874184428
1192,20.788902457776015
1193,21.12727880174763
1194,16.724740369502943
1195,19.051299123560636
1196,19.248294027282547
1197,22.29383950341393
1198,24.086026910364836
1199,26.9724599724967
1200,24.8582953368215
1201,22.994484070080766
1202,23.414450114818496
1203,25.04683573253239
1204,26.395656132008757
1205,28.361572277951293
1206,27.91694606634903
1207,27.03118606248187
1208,24.170922894614563
1209,27.64814742263985
1210,23.227105382199138
1211,25.164021381191972
1212,26.117932627346967
1213,28.257097201378393
1214,24.654412204674887
1215,24.457931090328067
1216,19.710861931485613
1217,20.76567290045344
1218,19.950658335708642
1219,25.358201441833693
1220,20.22230945572496
1221,20.986098267848973
1222,19.472166688342295
1223,17.93874140944914
1224,17.448473588691858
1225,19.25515867048685
1226,21.36467053574348
1227,21.857918504393027
1228,22.920770556272057
1229,23.592823002502435
1230,18.926373455516458
1231,18.661516083693208
1232,22.68438949712328
1233,28.727638183442036
1234,24.43087835557825
1235,27.297355902130107
1236,25.77894557627584
1237,21.3723296464419
1238,23.322442839660248
1239,26.213922258224198
1240,24.371053664062302
1241,24.50494592251616
1242,22.238824951373072
1243,19.159367658125483
1244,17.88126482214468
1245,16.641261825324754
1246,19.338871531200628
1247,18.985295798533606
1248,20.237092838856146
1249,15.927798723977668
1250,16.599185484902314
1251,15.858871163938842
1252,11.741308317004329
1253,16.749590958004926
1254,19.64204482337507
1255,16.568946600798753
1256,20.141527851533386
1257,16.97215901148605
1258,14.741075601284862
1259,16.70014398713582
1260,19.814557417989626
1261,21.2821581393714
1262,22.954927593811593
1263,20.20980760912049
1264,20.540499484371882
1265,17.395440468185086
1266,19.907946451520502
1267,20.302486426643696
1268,21.978812645735843
1269,25.022417651225265
1270,23.269515060583895
1271,20.216505670128672
1272,15.866464364023669
1273,16.603350628946025
1274,19.579014031259895
1275,18.615442890026074
1276,21.342741067367136
1277,16.474082465454533
1278,13.598514977558162
1279,11.015034997074562
1280,11.429285941694674
1281,12.06205009052843
1282,14.563323835969
1283,15.12600783554625
1284,11.391901469713545
1285,8.953798500088503
1286,7.371240999431751
1287,11.654918795607884
1288,11.284328753110577
1289,11.831373801345478
1290,16.632694975082522
1291,19.32418096885049
1292,14.439525555726078
1293,15.175968863120225
1294,14.903182286406329
1295,16.57188640493994
1296,19.9192115773672
1297,18.614700596514396
1298,18.3511704690402
1299,16.53642789972482
1300,13.671244508554134
1301,15.997291363414334
1302,15.15226203334754
1303,15.10228091212679
1304,16.627459135990268
1305,12.56649881504138
1306,11.398707984073548
1307,9.47368560960328
1308,10.780247305329596
1309,10.796583571358246
1310,11.094560834806366
1311,12.361093550511871
1312,11.89808839984629
1313,8.824339287068288
1314,6.980496042876543
1315,5.584402030323146
1316,7.846964336449519
1317,10.987679315286092
1318,11.43881730988364
1319,11.568055342911835
1320,10.80103690044412
1321,11.025387651826307
1322,11.070364729198282
1323,13.96078137998736
1324,15.287728983811963
1325,12.892409869771
1326,13.507132937738797
1327,12.95938802620676
1328,10.120697630516867
1329,12.911379682639076
1330,15.417673827929779
1331,15.930620897284133
1332,13.47699868331805
1333,14.176212549025003
1334,9.598434375154326
1335,6.936260959582654
1336,6.06743198908967
1337,7.300946335731832
1338,8.01505297177751
1339,8.622352422917645
1340,7.037461869088836
1341,4.72568271049853
1342,4.115880956410993
1343,5.622188358342838
1344,6.981662399532384
1345,5.21187128929097
1346,4.4597822663907865
1347,9.20254128791862
1348,4.709913640400936
1349,6.108743078327026
1350,5.885595768322151
1351,7.192051834643593
1352,12.93685050303229
1353,14.260293300729433
